Time(Seconds), StateOfCharge
1496.0, 1.0
1497.0, 1.0
1498.0, 1.0
1499.0, 1.0
1500.0, 1.0
1501.0, 1.0
1502.0, 1.0
1503.0, 1.0
1504.0, 1.0
1505.0, 1.0
1506.0, 1.0
1507.0, 1.0
1508.0, 1.0
1509.0, 1.0
1510.0, 1.0
1511.0, 1.0
1512.0, 1.0
1513.0, 1.0
1514.0, 1.0
1515.0, 1.0
1516.0, 1.0
1517.0, 1.0
1518.0, 1.0
1519.0, 1.0
1520.0, 1.0
1521.0, 1.0
1522.0, 1.0
1523.0, 1.0
1524.0, 1.0
1525.0, 1.0
1526.0, 1.0
1527.0, 1.0
1528.0, 1.0
1529.0, 1.0
1530.0, 1.0
1531.0, 1.0
1532.0, 1.0
1533.0, 1.0
1534.0, 1.0
1535.0, 1.0
1536.0, 1.0
1537.0, 1.0
1538.0, 1.0
1539.0, 1.0
1540.0, 1.0
1541.0, 1.0
1542.0, 1.0
1543.0, 1.0
1544.0, 1.0
1545.0, 1.0
1546.0, 1.0
1547.0, 1.0
1548.0, 1.0
1549.0, 1.0
1550.0, 1.0
1551.0, 1.0
1552.0, 1.0
1553.0, 1.0
1554.0, 1.0
1555.0, 1.0
1556.0, 1.0
1557.0, 1.0
1558.0, 1.0
1559.0, 1.0
1560.0, 1.0
1561.0, 1.0
1562.0, 1.0
1563.0, 1.0
1564.0, 1.0
1565.0, 1.0
1566.0, 1.0
1567.0, 1.0
1568.0, 1.0
1569.0, 1.0
1570.0, 1.0
1571.0, 1.0
1572.0, 1.0
1573.0, 1.0
1574.0, 1.0
1575.0, 1.0
1576.0, 1.0
1577.0, 1.0
1578.0, 1.0
1579.0, 1.0
1580.0, 1.0
1581.0, 1.0
1582.0, 1.0
1583.0, 1.0
1584.0, 1.0
1585.0, 1.0
1586.0, 1.0
1587.0, 1.0
1588.0, 1.0
1589.0, 1.0
1590.0, 1.0
1591.0, 1.0
1592.0, 1.0
1593.0, 1.0
1594.0, 1.0
1595.0, 1.0
1596.0, 1.0
1597.0, 1.0
1598.0, 1.0
1599.0, 1.0
1600.0, 1.0
1601.0, 1.0
1602.0, 1.0
1603.0, 1.0
1604.0, 1.0
1605.0, 1.0
1606.0, 1.0
1607.0, 1.0
1608.0, 1.0
1609.0, 1.0
1610.0, 1.0
1611.0, 1.0
1612.0, 1.0
1613.0, 1.0
1614.0, 1.0
1615.0, 1.0
1616.0, 1.0
1617.0, 1.0
1618.0, 1.0
1619.0, 1.0
1620.0, 1.0
1621.0, 1.0
1622.0, 1.0
1623.0, 1.0
1624.0, 1.0
1625.0, 1.0
1626.0, 1.0
1627.0, 1.0
1628.0, 1.0
1629.0, 1.0
1630.0, 1.0
1631.0, 1.0
1632.0, 1.0
1633.0, 1.0
1634.0, 1.0
1635.0, 1.0
1636.0, 1.0
1637.0, 1.0
1638.0, 1.0
1639.0, 1.0
1640.0, 1.0
1641.0, 1.0
1642.0, 1.0
1643.0, 1.0
1644.0, 1.0
1645.0, 1.0
1646.0, 1.0
1647.0, 1.0
1648.0, 1.0
1649.0, 1.0
1650.0, 1.0
1651.0, 1.0
1652.0, 1.0
1653.0, 1.0
1654.0, 1.0
1655.0, 1.0
1656.0, 1.0
1657.0, 1.0
1658.0, 1.0
1659.0, 1.0
1660.0, 1.0
1661.0, 1.0
1662.0, 1.0
1663.0, 1.0
1664.0, 1.0
1665.0, 1.0
1666.0, 1.0
1667.0, 1.0
1668.0, 1.0
1669.0, 1.0
1670.0, 1.0
1671.0, 1.0
1672.0, 1.0
1673.0, 1.0
1674.0, 1.0
1675.0, 1.0
1676.0, 1.0
1677.0, 1.0
1678.0, 1.0
1679.0, 1.0
1680.0, 1.0
1681.0, 1.0
1682.0, 1.0
1683.0, 1.0
1684.0, 1.0
1685.0, 1.0
1686.0, 1.0
1687.0, 1.0
1688.0, 1.0
1689.0, 1.0
1690.0, 1.0
1691.0, 1.0
1692.0, 1.0
1693.0, 1.0
1694.0, 1.0
1695.0, 1.0
1696.0, 1.0
1697.0, 1.0
1698.0, 1.0
1699.0, 1.0
1700.0, 1.0
1701.0, 1.0
1702.0, 1.0
1703.0, 1.0
1704.0, 1.0
1705.0, 1.0
1706.0, 1.0
1707.0, 1.0
1708.0, 1.0
1709.0, 1.0
1710.0, 1.0
1711.0, 1.0
1712.0, 1.0
1713.0, 1.0
1714.0, 1.0
1715.0, 1.0
1716.0, 1.0
1717.0, 1.0
1718.0, 1.0
1719.0, 1.0
1720.0, 1.0
1721.0, 1.0
1722.0, 1.0
1723.0, 1.0
1724.0, 1.0
1725.0, 1.0
1726.0, 1.0
1727.0, 1.0
1728.0, 1.0
1729.0, 1.0
1730.0, 1.0
1731.0, 1.0
1732.0, 1.0
1733.0, 1.0
1734.0, 1.0
1735.0, 1.0
1736.0, 1.0
1737.0, 1.0
1738.0, 1.0
1739.0, 1.0
1740.0, 1.0
1741.0, 1.0
1742.0, 1.0
1743.0, 1.0
1744.0, 1.0
1745.0, 1.0
1746.0, 1.0
1747.0, 1.0
1748.0, 1.0
1749.0, 1.0
1750.0, 1.0
1751.0, 1.0
1752.0, 1.0
1753.0, 1.0
1754.0, 1.0
1755.0, 1.0
1756.0, 1.0
1757.0, 1.0
1758.0, 1.0
1759.0, 1.0
1760.0, 1.0
1761.0, 1.0
1762.0, 1.0
1763.0, 1.0
1764.0, 1.0
1765.0, 1.0
1766.0, 1.0
1767.0, 1.0
1768.0, 1.0
1769.0, 1.0
1770.0, 1.0
1771.0, 1.0
1772.0, 1.0
1773.0, 1.0
1774.0, 1.0
1775.0, 1.0
1776.0, 1.0
1777.0, 1.0
1778.0, 1.0
1779.0, 1.0
1780.0, 1.0
1781.0, 1.0
1782.0, 1.0
1783.0, 1.0
1784.0, 1.0
1785.0, 1.0
1786.0, 1.0
1787.0, 1.0
1788.0, 1.0
1789.0, 1.0
1790.0, 1.0
1791.0, 1.0
1792.0, 1.0
1793.0, 1.0
1794.0, 1.0
1795.0, 1.0
1796.0, 1.0
1797.0, 1.0
1798.0, 1.0
1799.0, 1.0
1800.0, 1.0
1801.0, 1.0
1802.0, 1.0
1803.0, 1.0
1804.0, 1.0
1805.0, 1.0
1806.0, 1.0
1807.0, 1.0
1808.0, 1.0
1809.0, 1.0
1810.0, 1.0
1811.0, 1.0
1812.0, 1.0
1813.0, 1.0
1814.0, 1.0
1815.0, 1.0
1816.0, 1.0
1817.0, 1.0
1818.0, 1.0
1819.0, 1.0
1820.0, 1.0
1821.0, 1.0
1822.0, 1.0
1823.0, 1.0
1824.0, 1.0
1825.0, 1.0
1826.0, 1.0
1827.0, 1.0
1828.0, 1.0
1829.0, 1.0
1830.0, 1.0
1831.0, 1.0
1832.0, 1.0
1833.0, 1.0
1834.0, 1.0
1835.0, 1.0
1836.0, 1.0
1837.0, 1.0
1838.0, 1.0
1839.0, 1.0
1840.0, 1.0
1841.0, 1.0
1842.0, 1.0
1843.0, 1.0
1844.0, 1.0
1845.0, 1.0
1846.0, 1.0
1847.0, 1.0
1848.0, 1.0
1849.0, 1.0
1850.0, 1.0
1851.0, 1.0
1852.0, 1.0
1853.0, 1.0
1854.0, 1.0
1855.0, 1.0
1856.0, 1.0
1857.0, 1.0
1858.0, 1.0
1859.0, 1.0
1860.0, 1.0
1861.0, 1.0
1862.0, 1.0
1863.0, 1.0
1864.0, 1.0
1865.0, 1.0
1866.0, 1.0
1867.0, 1.0
1868.0, 1.0
1869.0, 1.0
1870.0, 1.0
1871.0, 1.0
1872.0, 1.0
1873.0, 1.0
1874.0, 1.0
1875.0, 1.0
1876.0, 1.0
1877.0, 1.0
1878.0, 1.0
1879.0, 1.0
1880.0, 1.0
1881.0, 1.0
1882.0, 1.0
1883.0, 1.0
1884.0, 1.0
1885.0, 1.0
1886.0, 1.0
1887.0, 1.0
1888.0, 1.0
1889.0, 1.0
1890.0, 1.0
1891.0, 1.0
1892.0, 1.0
1893.0, 1.0
1894.0, 1.0
1895.0, 1.0
1896.0, 1.0
1897.0, 1.0
1898.0, 1.0
1899.0, 1.0
1900.0, 1.0
1901.0, 1.0
1902.0, 1.0
1903.0, 1.0
1904.0, 1.0
1905.0, 1.0
1906.0, 1.0
1907.0, 1.0
1908.0, 1.0
1909.0, 1.0
1910.0, 1.0
1911.0, 1.0
1912.0, 1.0
1913.0, 1.0
1914.0, 1.0
1915.0, 1.0
1916.0, 1.0
1917.0, 1.0
1918.0, 1.0
1919.0, 1.0
1920.0, 1.0
1921.0, 1.0
1922.0, 1.0
1923.0, 1.0
1924.0, 1.0
1925.0, 1.0
1926.0, 1.0
1927.0, 1.0
1928.0, 1.0
1929.0, 1.0
1930.0, 1.0
1931.0, 1.0
1932.0, 1.0
1933.0, 1.0
1934.0, 1.0
1935.0, 1.0
1936.0, 1.0
1937.0, 1.0
1938.0, 1.0
1939.0, 1.0
1940.0, 1.0
1941.0, 1.0
1942.0, 1.0
1943.0, 1.0
1944.0, 1.0
1945.0, 1.0
1946.0, 1.0
1947.0, 1.0
1948.0, 1.0
1949.0, 1.0
1950.0, 1.0
1951.0, 1.0
1952.0, 1.0
1953.0, 1.0
1954.0, 1.0
1955.0, 1.0
1956.0, 1.0
1957.0, 1.0
1958.0, 1.0
1959.0, 1.0
1960.0, 1.0
1961.0, 1.0
1962.0, 1.0
1963.0, 1.0
1964.0, 1.0
1965.0, 1.0
1966.0, 1.0
1967.0, 1.0
1968.0, 1.0
1969.0, 1.0
1970.0, 1.0
1971.0, 1.0
1972.0, 1.0
1973.0, 1.0
1974.0, 1.0
1975.0, 1.0
1976.0, 1.0
1977.0, 1.0
1978.0, 1.0
1979.0, 1.0
1980.0, 1.0
1981.0, 1.0
1982.0, 1.0
1983.0, 1.0
1984.0, 1.0
1985.0, 1.0
1986.0, 1.0
1987.0, 1.0
1988.0, 1.0
1989.0, 1.0
1990.0, 1.0
1991.0, 1.0
1992.0, 1.0
1993.0, 1.0
1994.0, 1.0
1995.0, 1.0
1996.0, 1.0
1997.0, 1.0
1998.0, 1.0
1999.0, 1.0
2000.0, 1.0
2001.0, 1.0
2002.0, 1.0
2003.0, 1.0
2004.0, 1.0
2005.0, 1.0
2006.0, 1.0
2007.0, 1.0
2008.0, 1.0
2009.0, 1.0
2010.0, 1.0
2011.0, 1.0
2012.0, 1.0
2013.0, 1.0
2014.0, 1.0
2015.0, 1.0
2016.0, 1.0
2017.0, 1.0
2018.0, 1.0
2019.0, 1.0
2020.0, 1.0
2021.0, 1.0
2022.0, 1.0
2023.0, 1.0
2024.0, 1.0
2025.0, 1.0
2026.0, 1.0
2027.0, 1.0
2028.0, 1.0
2029.0, 1.0
2030.0, 1.0
2031.0, 1.0
2032.0, 1.0
2033.0, 1.0
2034.0, 1.0
2035.0, 1.0
2036.0, 1.0
2037.0, 1.0
2038.0, 1.0
2039.0, 1.0
2040.0, 1.0
2041.0, 1.0
2042.0, 1.0
2043.0, 1.0
2044.0, 1.0
2045.0, 1.0
2046.0, 1.0
2047.0, 1.0
2048.0, 1.0
2049.0, 1.0
2050.0, 1.0
2051.0, 1.0
2052.0, 1.0
2053.0, 1.0
2054.0, 1.0
2055.0, 1.0
2056.0, 1.0
2057.0, 1.0
2058.0, 1.0
2059.0, 1.0
2060.0, 1.0
2061.0, 1.0
2062.0, 1.0
2063.0, 1.0
2064.0, 1.0
2065.0, 1.0
2066.0, 1.0
2067.0, 1.0
2068.0, 1.0
2069.0, 1.0
2070.0, 1.0
2071.0, 1.0
2072.0, 1.0
2073.0, 1.0
2074.0, 1.0
2075.0, 1.0
2076.0, 1.0
2077.0, 1.0
2078.0, 1.0
2079.0, 1.0
2080.0, 1.0
2081.0, 1.0
2082.0, 1.0
2083.0, 1.0
2084.0, 1.0
2085.0, 1.0
2086.0, 1.0
2087.0, 1.0
2088.0, 1.0
2089.0, 1.0
2090.0, 1.0
2091.0, 1.0
2092.0, 1.0
2093.0, 1.0
2094.0, 1.0
2095.0, 1.0
2096.0, 1.0
2097.0, 1.0
2098.0, 1.0
2099.0, 1.0
2100.0, 1.0
2101.0, 1.0
2102.0, 1.0
2103.0, 1.0
2104.0, 1.0
2105.0, 1.0
2106.0, 1.0
2107.0, 1.0
2108.0, 1.0
2109.0, 1.0
2110.0, 1.0
2111.0, 1.0
2112.0, 1.0
2113.0, 1.0
2114.0, 1.0
2115.0, 1.0
2116.0, 1.0
2117.0, 1.0
2118.0, 1.0
2119.0, 1.0
2120.0, 1.0
2121.0, 1.0
2122.0, 1.0
2123.0, 1.0
2124.0, 1.0
2125.0, 1.0
2126.0, 1.0
2127.0, 1.0
2128.0, 1.0
2129.0, 1.0
2130.0, 1.0
2131.0, 1.0
2132.0, 1.0
2133.0, 1.0
2134.0, 1.0
2135.0, 1.0
2136.0, 1.0
2137.0, 1.0
2138.0, 1.0
2139.0, 1.0
2140.0, 1.0
2141.0, 1.0
2142.0, 1.0
2143.0, 1.0
2144.0, 1.0
2145.0, 1.0
2146.0, 1.0
2147.0, 1.0
2148.0, 1.0
2149.0, 1.0
2150.0, 1.0
2151.0, 1.0
2152.0, 1.0
2153.0, 1.0
2154.0, 1.0
2155.0, 1.0
2156.0, 1.0
2157.0, 1.0
2158.0, 1.0
2159.0, 1.0
2160.0, 1.0
2161.0, 1.0
2162.0, 1.0
2163.0, 1.0
2164.0, 1.0
2165.0, 1.0
2166.0, 1.0
2167.0, 1.0
2168.0, 1.0
2169.0, 1.0
2170.0, 1.0
2171.0, 1.0
2172.0, 1.0
2173.0, 1.0
2174.0, 1.0
2175.0, 1.0
2176.0, 1.0
2177.0, 1.0
2178.0, 1.0
2179.0, 1.0
2180.0, 1.0
2181.0, 1.0
2182.0, 1.0
2183.0, 1.0
2184.0, 1.0
2185.0, 1.0
2186.0, 1.0
2187.0, 1.0
2188.0, 1.0
2189.0, 1.0
2190.0, 1.0
2191.0, 1.0
2192.0, 1.0
2193.0, 1.0
2194.0, 1.0
2195.0, 1.0
2196.0, 1.0
2197.0, 1.0
2198.0, 1.0
2199.0, 1.0
2200.0, 1.0
2201.0, 1.0
2202.0, 1.0
2203.0, 1.0
2204.0, 1.0
2205.0, 1.0
2206.0, 1.0
2207.0, 1.0
2208.0, 1.0
2209.0, 1.0
2210.0, 1.0
2211.0, 1.0
2212.0, 1.0
2213.0, 1.0
2214.0, 1.0
2215.0, 1.0
2216.0, 1.0
2217.0, 1.0
2218.0, 1.0
2219.0, 1.0
2220.0, 1.0
2221.0, 1.0
2222.0, 1.0
2223.0, 1.0
2224.0, 1.0
2225.0, 1.0
2226.0, 1.0
2227.0, 1.0
2228.0, 1.0
2229.0, 1.0
2230.0, 1.0
2231.0, 1.0
2232.0, 1.0
2233.0, 1.0
2234.0, 1.0
2235.0, 1.0
2236.0, 1.0
2237.0, 1.0
2238.0, 1.0
2239.0, 1.0
2240.0, 1.0
2241.0, 1.0
2242.0, 1.0
2243.0, 1.0
2244.0, 1.0
2245.0, 1.0
2246.0, 1.0
2247.0, 1.0
2248.0, 1.0
2249.0, 1.0
2250.0, 1.0
2251.0, 1.0
2252.0, 1.0
2253.0, 1.0
2254.0, 1.0
2255.0, 1.0
2256.0, 1.0
2257.0, 1.0
2258.0, 1.0
2259.0, 1.0
2260.0, 1.0
2261.0, 1.0
2262.0, 1.0
2263.0, 1.0
2264.0, 1.0
2265.0, 1.0
2266.0, 1.0
2267.0, 1.0
2268.0, 1.0
2269.0, 1.0
2270.0, 1.0
2271.0, 1.0
2272.0, 1.0
2273.0, 1.0
2274.0, 1.0
2275.0, 1.0
2276.0, 1.0
2277.0, 1.0
2278.0, 1.0
2279.0, 1.0
2280.0, 1.0
2281.0, 1.0
2282.0, 1.0
2283.0, 1.0
2284.0, 1.0
2285.0, 1.0
2286.0, 1.0
2287.0, 1.0
2288.0, 1.0
2289.0, 1.0
2290.0, 1.0
2291.0, 1.0
2292.0, 1.0
2293.0, 1.0
2294.0, 1.0
2295.0, 1.0
2296.0, 1.0
2297.0, 1.0
2298.0, 1.0
2299.0, 1.0
2300.0, 1.0
2301.0, 1.0
2302.0, 1.0
2303.0, 1.0
2304.0, 1.0
2305.0, 1.0
2306.0, 1.0
2307.0, 1.0
2308.0, 1.0
2309.0, 1.0
2310.0, 1.0
2311.0, 1.0
2312.0, 1.0
2313.0, 1.0
2314.0, 1.0
2315.0, 1.0
2316.0, 1.0
2317.0, 1.0
2318.0, 1.0
2319.0, 1.0
2320.0, 1.0
2321.0, 1.0
2322.0, 1.0
2323.0, 1.0
2324.0, 1.0
2325.0, 1.0
2326.0, 1.0
2327.0, 1.0
2328.0, 1.0
2329.0, 1.0
2330.0, 1.0
2331.0, 1.0
2332.0, 1.0
2333.0, 1.0
2334.0, 1.0
2335.0, 1.0
2336.0, 1.0
2337.0, 1.0
2338.0, 1.0
2339.0, 1.0
2340.0, 1.0
2341.0, 1.0
2342.0, 1.0
2343.0, 1.0
2344.0, 1.0
2345.0, 1.0
2346.0, 1.0
2347.0, 1.0
2348.0, 1.0
2349.0, 1.0
2350.0, 1.0
2351.0, 1.0
2352.0, 1.0
2353.0, 1.0
2354.0, 1.0
2355.0, 1.0
2356.0, 1.0
2357.0, 1.0
2358.0, 1.0
2359.0, 1.0
2360.0, 1.0
2361.0, 1.0
2362.0, 1.0
2363.0, 1.0
2364.0, 1.0
2365.0, 1.0
2366.0, 1.0
2367.0, 1.0
2368.0, 1.0
2369.0, 1.0
2370.0, 1.0
2371.0, 1.0
2372.0, 1.0
2373.0, 1.0
2374.0, 1.0
2375.0, 1.0
2376.0, 1.0
2377.0, 1.0
2378.0, 1.0
2379.0, 1.0
2380.0, 1.0
2381.0, 1.0
2382.0, 1.0
2383.0, 1.0
2384.0, 1.0
2385.0, 1.0
2386.0, 1.0
2387.0, 1.0
2388.0, 1.0
2389.0, 1.0
2390.0, 1.0
2391.0, 1.0
2392.0, 1.0
2393.0, 1.0
2394.0, 1.0
2395.0, 1.0
2396.0, 1.0
2397.0, 1.0
2398.0, 1.0
2399.0, 1.0
2400.0, 1.0
2401.0, 1.0
2402.0, 1.0
2403.0, 1.0
2404.0, 1.0
2405.0, 1.0
2406.0, 1.0
2407.0, 1.0
2408.0, 1.0
2409.0, 1.0
2410.0, 1.0
2411.0, 1.0
2412.0, 1.0
2413.0, 1.0
2414.0, 1.0
2415.0, 1.0
2416.0, 1.0
2417.0, 1.0
2418.0, 1.0
2419.0, 1.0
2420.0, 1.0
2421.0, 1.0
2422.0, 1.0
2423.0, 1.0
2424.0, 1.0
2425.0, 1.0
2426.0, 1.0
2427.0, 1.0
2428.0, 1.0
2429.0, 1.0
2430.0, 1.0
2431.0, 1.0
2432.0, 1.0
2433.0, 1.0
2434.0, 1.0
2435.0, 1.0
2436.0, 1.0
2437.0, 1.0
2438.0, 1.0
2439.0, 1.0
2440.0, 1.0
2441.0, 1.0
2442.0, 1.0
2443.0, 1.0
2444.0, 1.0
2445.0, 1.0
2446.0, 1.0
2447.0, 1.0
2448.0, 1.0
2449.0, 1.0
2450.0, 1.0
2451.0, 1.0
2452.0, 1.0
2453.0, 1.0
2454.0, 1.0
2455.0, 1.0
2456.0, 1.0
2457.0, 1.0
2458.0, 1.0
2459.0, 1.0
2460.0, 1.0
2461.0, 1.0
2462.0, 1.0
2463.0, 1.0
2464.0, 1.0
2465.0, 1.0
2466.0, 1.0
2467.0, 1.0
2468.0, 1.0
2469.0, 1.0
2470.0, 1.0
2471.0, 1.0
2472.0, 1.0
2473.0, 1.0
2474.0, 1.0
2475.0, 1.0
2476.0, 1.0
2477.0, 1.0
2478.0, 1.0
2479.0, 1.0
2480.0, 1.0
2481.0, 1.0
2482.0, 1.0
2483.0, 1.0
2484.0, 1.0
2485.0, 1.0
2486.0, 1.0
2487.0, 1.0
2488.0, 1.0
2489.0, 1.0
2490.0, 1.0
2491.0, 1.0
2492.0, 1.0
2493.0, 1.0
2494.0, 1.0
2495.0, 1.0
2496.0, 1.0
2497.0, 1.0
2498.0, 1.0
2499.0, 1.0
2500.0, 1.0
2501.0, 1.0
2502.0, 1.0
2503.0, 1.0
2504.0, 1.0
2505.0, 1.0
2506.0, 1.0
2507.0, 1.0
2508.0, 1.0
2509.0, 1.0
2510.0, 1.0
2511.0, 1.0
2512.0, 1.0
2513.0, 1.0
2514.0, 1.0
2515.0, 1.0
2516.0, 1.0
2517.0, 1.0
2518.0, 1.0
2519.0, 1.0
2520.0, 1.0
2521.0, 1.0
2522.0, 1.0
2523.0, 1.0
2524.0, 1.0
2525.0, 1.0
2526.0, 1.0
2527.0, 1.0
2528.0, 1.0
2529.0, 1.0
2530.0, 1.0
2531.0, 1.0
2532.0, 0.999990030210247
2533.0, 0.9999833333333333
2534.0, 0.9999733333333333
2535.0, 0.9999634541743213
2536.0, 0.9999566666666667
2537.0, 0.9999466666666667
2538.0, 0.9999368781383956
2539.0, 0.99993
2540.0, 0.99992
2541.0, 0.9999103021024699
2542.0, 0.9999033333333333
2543.0, 0.9998933333333334
2544.0, 0.9998837260665442
2545.0, 0.9998766666666666
2546.0, 0.9998666666666667
2547.0, 0.9998571500306185
2548.0, 0.99985
2549.0, 0.99984
2550.0, 0.9998333333333332
2551.0, 0.9998233333333334
2552.0, 0.9998133333333333
2553.0, 0.9998066666666667
2554.0, 0.9997966666666667
2555.0, 0.9997866666666666
2556.0, 0.99978
2557.0, 0.9997699999999999
2558.0, 0.9997608156766686
2559.0, 0.9997533333333334
2560.0, 0.9997433333333333
2561.0, 0.9997333333333334
2562.0, 0.9997209365176567
2563.0, 0.9996652667891407
2564.0, 0.9995539877526025
2565.0, 0.999468720963462
2566.0, 0.9993408961012452
2567.0, 0.9992232627066748
2568.0, 0.9991466666666667
2569.0, 0.99917
2570.0, 0.9991533333333332
2571.0, 0.999174541743213
2572.0, 0.9991566666666666
2573.0, 0.9991599999999999
2574.0, 0.9991412990406205
2575.0, 0.9991133129210042
2576.0, 0.9989534639722392
2577.0, 0.9987783380281691
2578.0, 0.9985880865482751
2579.0, 0.99856
2580.0, 0.9985951863645641
2581.0, 0.9986
2582.0, 0.9986
2583.0, 0.9986050957338232
2584.0, 0.9986350655235762
2585.0, 0.99866
2586.0, 0.9986833333333333
2587.0, 0.9987049748928353
2588.0, 0.9987266666666667
2589.0, 0.99873
2590.0, 0.99872
2591.0, 0.99873
2592.0, 0.9987266666666667
2593.0, 0.9987185397019801
2594.0, 0.99871
2595.0, 0.9987
2596.0, 0.9986933333333333
2597.0, 0.9986833333333333
2598.0, 0.9986753574198817
2599.0, 0.9986666666666667
2600.0, 0.9986566666666666
2601.0, 0.998648781383956
2602.0, 0.99864
2603.0, 0.99863
2604.0, 0.9986166666666666
2605.0, 0.9985756088997754
2606.0, 0.9984313288426209
2607.0, 0.9982337758726271
2608.0, 0.9980172904674424
2609.0, 0.9977564947948561
2610.0, 0.9975300395999184
2611.0, 0.9972763339457033
2612.0, 0.9972
2613.0, 0.9972641894264136
2614.0, 0.9973074925494999
2615.0, 0.997347462339253
2616.0, 0.9973840987956727
2617.0, 0.9974144609103899
2618.0, 0.9972524364155949
2619.0, 0.997035276178812
2620.0, 0.9967648430291897
2621.0, 0.9965084180444989
2622.0, 0.9962047421922842
2623.0, 0.9959727887323945
2624.0, 0.9957384286589099
2625.0, 0.995638519289651
2626.0, 0.9954914798938558
2627.0, 0.9953816007348438
2628.0, 0.9951825274545826
2629.0, 0.9951314696876913
2630.0, 0.9949586299244744
2631.0, 0.9948960420493979
2632.0, 0.9948433333333333
2633.0, 0.99485
2634.0, 0.9949006650336804
2635.0, 0.9949668581343132
2636.0, 0.995020322514799
2637.0, 0.9950735954276383
2638.0, 0.9951267675035722
2639.0, 0.9951599999999999
2640.0, 0.9951566666666666
2641.0, 0.9951500000000001
2642.0, 0.99514
2643.0, 0.9951300502143295
2644.0, 0.9951233333333334
2645.0, 0.9951133333333333
2646.0, 0.9951034741784038
2647.0, 0.9950966666666666
2648.0, 0.9950866666666666
2649.0, 0.9950766666666667
2650.0, 0.9950635950193917
2651.0, 0.995046958562972
2652.0, 0.9950103221065524
2653.0, 0.9948684282506634
2654.0, 0.9946493443559911
2655.0, 0.9943933018983465
2656.0, 0.9940448724229435
2657.0, 0.9935899575423556
2658.0, 0.993048557256583
2659.0, 0.9924301379873444
2660.0, 0.991938456827924
2661.0, 0.9916380853235354
2662.0, 0.9914924968360891
2663.0, 0.9914146421718718
2664.0, 0.9914166666666667
2665.0, 0.9915378554807104
2666.0, 0.9916318432333129
2667.0, 0.9917184494794856
2668.0, 0.9918009169218207
2669.0, 0.9918783286384977
2670.0, 0.991951601551337
2671.0, 0.9920248744641764
2672.0, 0.992091480710349
2673.0, 0.9921190434782609
2674.0, 0.99213
2675.0, 0.99213
2676.0, 0.9921233333333334
2677.0, 0.9921133333333333
2678.0, 0.9921044409063073
2679.0, 0.9920966666666667
2680.0, 0.9920866666666667
2681.0, 0.9920778648703817
2682.0, 0.99207
2683.0, 0.9920599999999999
2684.0, 0.9920466666666666
2685.0, 0.9919119428454787
2686.0, 0.9915648418044499
2687.0, 0.9912051741171668
2688.0, 0.9907969161053276
2689.0, 0.9903653851806492
2690.0, 0.98991577791386
2691.0, 0.9894828373137375
2692.0, 0.988930882629108
2693.0, 0.9884836227801591
2694.0, 0.9880757579097775
2695.0, 0.9877612569912227
2696.0, 0.9873264523372116
2697.0, 0.9872217113696672
2698.0, 0.9870818922229027
2699.0, 0.9869087099408042
2700.0, 0.9868153165952235
2701.0, 0.9867254072259645
2702.0, 0.9867166666666667
2703.0, 0.9866437256582977
2704.0, 0.9866085597060624
2705.0, 0.9866033333333334
2706.0, 0.9865339069197795
2707.0, 0.9866687319861196
2708.0, 0.986787291692182
2709.0, 0.9868984903041437
2710.0, 0.9870071104307002
2711.0, 0.9871103531332924
2712.0, 0.9870788013880384
2713.0, 0.9868796562563787
2714.0, 0.9866030896101244
2715.0, 0.9862822535211268
2716.0, 0.985887066748316
2717.0, 0.9855705719534599
2718.0, 0.9851190904266177
2719.0, 0.9848730900183712
2720.0, 0.9846299681567667
2721.0, 0.9843759195754235
2722.0, 0.9841888507858747
2723.0, 0.9840874011022658
2724.0, 0.983946655644009
2725.0, 0.9837759706062461
2726.0, 0.9837600000000001
2727.0, 0.9836021939171259
2728.0, 0.9834230904266176
2729.0, 0.9832425564400898
2730.0, 0.9829780947132067
2731.0, 0.9827795856297205
2732.0, 0.9826070279648907
2733.0, 0.9823382555623597
2734.0, 0.9823027993468054
2735.0, 0.9820287993468054
2736.0, 0.9819085793018983
2737.0, 0.9818895566442131
2738.0, 0.9820587323943663
2739.0, 0.9822081984078382
2740.0, 0.9823480775668504
2741.0, 0.9824812900591957
2742.0, 0.9826011692182077
2743.0, 0.9826199999999999
2744.0, 0.9826133333333332
2745.0, 0.9825864649928557
2746.0, 0.9825564952031027
2747.0, 0.982539858746683
2748.0, 0.9825533333333333
2749.0, 0.9825532525005104
2750.0, 0.9825433333333334
2751.0, 0.9825333333333334
2752.0, 0.9825266666666667
2753.0, 0.9825166666666667
2754.0, 0.9825067368850786
2755.0, 0.9824999999999999
2756.0, 0.98249
2757.0, 0.9824801608491529
2758.0, 0.9824733333333334
2759.0, 0.9824633333333334
2760.0, 0.9824535848132272
2761.0, 0.9824466666666667
2762.0, 0.9824366666666666
2763.0, 0.9824270087773015
2764.0, 0.98242
2765.0, 0.9824099999999999
2766.0, 0.9824004327413758
2767.0, 0.9823933333333333
2768.0, 0.9823833333333334
2769.0, 0.9823733333333333
2770.0, 0.9823666666666666
2771.0, 0.9823566666666667
2772.0, 0.9823466666666666
2773.0, 0.9823400000000001
2774.0, 0.98233
2775.0, 0.98232
2776.0, 0.9823133333333334
2777.0, 0.9823033333333333
2778.0, 0.9822933333333334
2779.0, 0.9822799999999999
2780.0, 0.9822183780363339
2781.0, 0.9820744294754031
